Stichdatum,PLZ,Geschlecht,Nachname,Anzahl,Rang,ORTBEZ18
2020-10-01,8522,w,Meier,6,2,Aawangen/Häuslenen
2020-10-01,6468,m,Wyrsch,69,2,Attinghausen
2020-10-01,8522,w,Marti,6,2,Aawangen/Häuslenen
2020-10-01,6469,m,Bissig,8,4,Haldi b.Schattdorf
2020-10-01,8522,w,Müller,6,2,Aawangen/Häuslenen
2020-10-01,6472,m,Gisler,97,2,Erstfeld
2020-10-01,8522,w,n/a,5,5,Aawangen/Häuslenen
2020-10-01,6473,w,Jauch,45,3,Silenen
2020-10-01,8522,m,n/a,5,4,Aawangen/Häuslenen
2020-10-01,6473,m,Jauch,45,3,Silenen
2020-10-01,8523,w,Keller,17,1,Hagenbuch ZH
2020-10-01,6474,w,Tresch,21,1,Amsteg
2020-10-01,8523,w,Rechsteiner,8,3,Hagenbuch ZH
2020-10-01,6474,w,Gnos,10,3,Amsteg
2020-10-01,8523,w,Wehrli,6,5,Hagenbuch ZH
2020-10-01,6474,w,Fedier,9,4,Amsteg
2020-10-01,8523,w,Weibel,6,5,Hagenbuch ZH
2020-10-01,6474,m,Epp,8,5,Amsteg
2020-10-01,8523,m,Keller,9,2,Hagenbuch ZH
2020-10-01,6475,m,Epp,31,3,Bristen
2020-10-01,8524,w,Wägeli,9,4,Buch b. Frauenfeld/Uesslingen
2020-10-01,6476,w,Walker,13,1,Intschi
2020-10-01,8524,m,Lenz,17,2,Buch b. Frauenfeld/Uesslingen
2020-10-01,6476,m,Baumann,7,4,Intschi
2020-10-01,8524,m,Müller,13,5,Buch b. Frauenfeld/Uesslingen
2020-10-01,6482,w,Zgraggen,13,5,Gurtnellen
2020-10-01,8525,w,Bachmann,6,2,Niederneunforn/Wilen b. Neunforn
2020-10-01,6482,m,Walker,32,1,Gurtnellen
2020-10-01,8525,m,Bachmann,9,2,Niederneunforn/Wilen b. Neunforn
2020-10-01,6484,w,Gamma,18,2,Wassen UR
2020-10-01,8526,w,Brack,9,2,Oberneunforn
2020-10-01,6484,m,Walker,20,3,Wassen UR
2020-10-01,8526,w,Hartmann,8,4,Oberneunforn
2020-10-01,6484,m,Kalbermatter,6,5,Wassen UR
2020-10-01,8526,w,Gentsch,7,5,Oberneunforn
2020-10-01,6485,w,n/a,4,3,Meien
2020-10-01,8526,w,Keller,7,5,Oberneunforn
2020-10-01,6487,w,Gamma,21,2,Göschenen
2020-10-01,8526,m,Götz,10,1,Oberneunforn
2020-10-01,6487,w,Zgraggen,8,5,Göschenen
2020-10-01,8526,m,Gentsch,9,2,Oberneunforn
2020-10-01,6487,m,Mattli,25,1,Göschenen
2020-10-01,8526,m,Hartmann,8,4,Oberneunforn
2020-10-01,6487,m,Baumann,10,4,Göschenen
2020-10-01,8526,m,Wälchli,7,5,Oberneunforn
2020-10-01,6487,m,Zgraggen,10,4,Göschenen
2020-10-01,8532,w,Held,9,3,Warth/Weiningen TG
2020-10-01,6490,w,Danioth,36,3,Andermatt
2020-10-01,8532,m,Badertscher,16,1,Warth/Weiningen TG
2020-10-01,6490,m,Christen,40,2,Andermatt
2020-10-01,8532,m,Frei,13,2,Warth/Weiningen TG
2020-10-01,6490,m,Russi,39,3,Andermatt
2020-10-01,8535,w,Signer,8,1,Herdern
2020-10-01,6490,m,Regli,35,4,Andermatt
2020-10-01,8535,w,Frei,6,4,Herdern
2020-10-01,6491,w,Simmen,28,1,Realp
2020-10-01,8535,w,Zellweger,6,4,Herdern
2020-10-01,6491,w,Nager,11,2,Realp
2020-10-01,8535,m,Frei,8,2,Herdern
2020-10-01,6491,w,n/a,3,5,Realp
2020-10-01,8535,m,Stiefel,6,4,Herdern
2020-10-01,6491,m,Simmen,23,1,Realp
2020-10-01,8536,w,Vetterli,7,4,Hüttwilen
2020-10-01,6491,m,Nager,12,2,Realp
2020-10-01,8536,w,Fischer,7,4,Hüttwilen
2020-10-01,6491,m,n/a,5,3,Realp
2020-10-01,8536,m,Ammann,12,2,Hüttwilen
2020-10-01,6493,w,Christen,15,1,Hospental
2020-10-01,8536,m,Engeler,8,3,Hüttwilen
2020-10-01,6493,w,Regli,10,2,Hospental
2020-10-01,8537,w,Strasser,8,3,Nussbaumen TG/Uerschhausen
2020-10-01,6493,m,Oxnard,17,1,Hospental
2020-10-01,8537,w,Obrecht,6,5,Nussbaumen TG/Uerschhausen
2020-10-01,6493,m,Christen,7,5,Hospental
2020-10-01,8537,w,Akeret,6,5,Nussbaumen TG/Uerschhausen
2020-10-01,6500,w,Ferrari,48,3,Bellinzona/Bellinzona VZ
2020-10-01,8537,m,Keller,8,2,Nussbaumen TG/Uerschhausen
2020-10-01,6500,w,Jovic,28,5,Bellinzona/Bellinzona VZ
2020-10-01,8537,m,Vetterli,8,2,Nussbaumen TG/Uerschhausen
2020-10-01,6500,m,Bernasconi,54,2,Bellinzona/Bellinzona VZ
2020-10-01,8537,m,Akeret,7,4,Nussbaumen TG/Uerschhausen
2020-10-01,6503,w,Snozzi,15,4,Bellinzona
2020-10-01,8537,m,Roth,6,5,Nussbaumen TG/Uerschhausen
2020-10-01,6503,m,Del Don,20,2,Bellinzona
2020-10-01,8542,w,Meier,43,1,Wiesendangen
2020-10-01,6503,m,Perullo,10,5,Bellinzona
2020-10-01,8542,w,Peter,20,4,Wiesendangen
2020-10-01,6512,w,Codiroli,30,2,Giubiasco
2020-10-01,8542,m,Müller,25,3,Wiesendangen
2020-10-01,6512,m,Santini,21,5,Giubiasco
2020-10-01,8542,m,Keller,24,4,Wiesendangen
2020-10-01,6513,w,Morisoli,69,2,Monte Carasso
2020-10-01,8542,m,Graf,18,5,Wiesendangen
2020-10-01,6513,w,Rossini,41,4,Monte Carasso
2020-10-01,8543,m,Keller,9,2,Gundetswil/Kefikon ZH/Bertschikon
2020-10-01,6513,m,Grossi,48,3,Monte Carasso
2020-10-01,8544,w,n/a,5,2,Attikon
2020-10-01,6513,m,Rossini,39,4,Monte Carasso
2020-10-01,8544,m,n/a,5,3,Attikon
2020-10-01,6514,w,Guidotti,38,1,Sementina
2020-10-01,8545,w,Müller,22,1,Rickenbach Sulz/Rickenbach ZH
2020-10-01,6514,w,Cereda,19,3,Sementina
2020-10-01,8545,w,Peter,13,3,Rickenbach Sulz/Rickenbach ZH
2020-10-01,6514,w,Malandrini,14,5,Sementina
2020-10-01,8545,m,Widmer,17,2,Rickenbach Sulz/Rickenbach ZH
2020-10-01,6514,m,Guidotti,38,1,Sementina
2020-10-01,8545,m,Berger,11,5,Rickenbach Sulz/Rickenbach ZH
2020-10-01,6515,w,Mercolli,9,4,Gudo
2020-10-01,8546,w,Thanigasalam,51,1,Menzengrüt/Islikon/Kefikon TG
2020-10-01,6515,m,Vaccariello,25,1,Gudo
2020-10-01,8546,w,Karunathilaka,34,2,Menzengrüt/Islikon/Kefikon TG
2020-10-01,6515,m,Verzasconi,11,3,Gudo
2020-10-01,8546,w,Keller,14,3,Menzengrüt/Islikon/Kefikon TG
2020-10-01,6515,m,Antonini,8,4,Gudo
2020-10-01,8546,w,Pestalozzi,10,5,Menzengrüt/Islikon/Kefikon TG
2020-10-01,6516,w,Foletta,10,5,Cugnasco
2020-10-01,8546,m,Ganeshamoorthy,51,1,Menzengrüt/Islikon/Kefikon TG
2020-10-01,6516,m,Vosti,34,1,Cugnasco
2020-10-01,8547,w,Bürgi,12,2,Gachnang
2020-10-01,6516,m,Pifferini,28,2,Cugnasco
2020-10-01,8547,w,Rüegg,8,3,Gachnang
2020-10-01,6517,w,Pellandini,28,1,Arbedo
2020-10-01,8547,m,Bürgi,18,2,Gachnang
2020-10-01,6517,m,Brunetti,20,2,Arbedo
2020-10-01,8548,w,Meier,8,2,Ellikon a d Thur
2020-10-01,6517,m,Villa,16,4,Arbedo
2020-10-01,8548,w,Akarsu,7,3,Ellikon a d Thur
2020-10-01,6517,m,Castelli,12,5,Arbedo
2020-10-01,8548,w,Goppelt,7,3,Ellikon a d Thur
2020-10-01,6518,w,Pedrioli,14,1,Gorduno
2020-10-01,8548,m,Meier,12,1,Ellikon a d Thur
2020-10-01,6518,w,Del Don,11,3,Gorduno
2020-10-01,8548,m,Bachmann,6,5,Ellikon a d Thur
2020-10-01,6518,m,Robbiani,8,3,Gorduno
2020-10-01,8548,m,Melliger,6,5,Ellikon a d Thur
2020-10-01,6518,m,Del Don,8,3,Gorduno
2020-10-01,8548,m,Truninger,6,5,Ellikon a d Thur
2020-10-01,6523,w,Bionda,25,1,Preonzo
2020-10-01,8552,w,Weilenmann,10,4,Felben-Wellhausen
2020-10-01,6523,w,Genetelli,14,3,Preonzo
2020-10-01,8552,w,Frei,10,4,Felben-Wellhausen
2020-10-01,6523,w,Genazzi,12,4,Preonzo
2020-10-01,8552,m,Schmid,22,1,Felben-Wellhausen
2020-10-01,6523,m,Bionda,31,1,Preonzo
2020-10-01,8552,m,Keller,19,2,Felben-Wellhausen
2020-10-01,6523,m,Rosselli,16,4,Preonzo
2020-10-01,8553,w,Huber,7,2,Mettendorf TG/Hüttlingen/Eschikofen/Harenwilen
2020-10-01,6523,m,Banfi,8,5,Preonzo
2020-10-01,8553,w,n/a,5,4,Mettendorf TG/Hüttlingen/Eschikofen/Harenwilen
2020-10-01,6524,w,Morisoli,6,3,Moleno
2020-10-01,8553,m,Vögeli,6,4,Mettendorf TG/Hüttlingen/Eschikofen/Harenwilen
2020-10-01,6524,m,Jam,7,1,Moleno
2020-10-01,8554,w,Uhlmann,8,1,Bonau/Müllheim-Wigoltgn
2020-10-01,6524,m,n/a,5,2,Moleno
2020-10-01,8554,m,Uhlmann,14,1,Bonau/Müllheim-Wigoltgn
2020-10-01,6524,m,n/a,4,3,Moleno
2020-10-01,8555,w,Keller,12,5,Müllheim Dorf
2020-10-01,6525,w,Gianetta,19,2,Gnosca
2020-10-01,8555,w,Hungerbühler,12,5,Müllheim Dorf
2020-10-01,6525,w,Gianoni,9,4,Gnosca
2020-10-01,8555,m,Herzog,16,1,Müllheim Dorf
2020-10-01,6525,w,Pedroia,8,5,Gnosca
2020-10-01,8555,m,Kessler,15,2,Müllheim Dorf
2020-10-01,6525,m,Pansera,8,5,Gnosca
2020-10-01,8556,w,Müller,8,4,Engwang/Wigoltingen/Illhart/Lamperswil TG
2020-10-01,6526,m,Barelli,15,1,Prosito
2020-10-01,8556,m,Weber,15,1,Engwang/Wigoltingen/Illhart/Lamperswil TG
2020-10-01,6526,m,Thoma,6,3,Prosito
2020-10-01,8558,m,Kämpf,7,1,Raperswilen
2020-10-01,6526,m,Bruga,6,3,Prosito
2020-10-01,8560,w,Müller,18,2,Märstetten
2020-10-01,6527,w,Zucca,20,4,Lodrino
2020-10-01,8560,w,Krapf,13,3,Märstetten
2020-10-01,6527,w,Ferrari,18,5,Lodrino
2020-10-01,8560,m,Keller,13,4,Märstetten
2020-10-01,6528,w,Ghisletta,23,2,Camorino
2020-10-01,8561,m,Aus der Au,7,3,Ottoberg
2020-10-01,6528,m,Regusci,22,2,Camorino
2020-10-01,8564,w,Schenk,11,1,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,6528,m,Rossi,14,4,Camorino
2020-10-01,8564,w,Buchmann,6,5,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,6528,m,Ferrari,11,5,Camorino
2020-10-01,8564,w,Blaser,6,5,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,6532,w,Genini,16,1,Castione
2020-10-01,8564,m,Gerber,8,4,Lipperswil/Engwilen/Hefenhausen/Wäldi/Sonterswil/Wagerswil/Hattenhausen/Gunterswilen
2020-10-01,6532,w,Jovic,11,2,Castione
2020-10-01,8565,w,Nater,9,1,Hugelshofen
2020-10-01,6532,w,Menghetti,8,4,Castione
2020-10-01,8565,w,Zürcher,8,2,Hugelshofen
2020-10-01,6532,w,Suà,6,5,Castione
2020-10-01,8565,m,Nater,10,1,Hugelshofen
2020-10-01,6532,w,Gottardi,6,5,Castione
2020-10-01,8566,w,Sprater,10,1,Dotnacht/Neuwilen/Ellighausen/Lippoldswilen
2020-10-01,6532,m,Genini,20,1,Castione
2020-10-01,8570,w,Müller,69,2,Weinfelden
2020-10-01,6532,m,Menghetti,9,2,Castione
2020-10-01,8570,m,Keller,73,2,Weinfelden
2020-10-01,6533,w,Ghidossi,37,1,Lumino
2020-10-01,8572,w,Gerber,18,2,Andhausen/Guntershausen Berg/Berg TG/Graltshausen
2020-10-01,6533,w,Righetti,20,3,Lumino
2020-10-01,8572,w,Schenk,14,3,Andhausen/Guntershausen Berg/Berg TG/Graltshausen
2020-10-01,6533,w,De Gottardi,18,5,Lumino
2020-10-01,8572,m,Schenk,13,2,Andhausen/Guntershausen Berg/Berg TG/Graltshausen
2020-10-01,6533,m,De Gottardi,17,5,Lumino
2020-10-01,8573,w,Könczöl,30,2,Alterswilen/Altishausen/Siegershausen
2020-10-01,6534,w,Tamo,17,1,S. Vittore
2020-10-01,8573,w,Holenstein,10,3,Alterswilen/Altishausen/Siegershausen
2020-10-01,6534,w,Succetti,9,3,S. Vittore
2020-10-01,8573,m,Könczöl,22,1,Alterswilen/Altishausen/Siegershausen
2020-10-01,6534,w,Togni,8,4,S. Vittore
2020-10-01,8573,m,Mulaj,11,4,Alterswilen/Altishausen/Siegershausen
2020-10-01,6534,m,Tamo,21,1,S. Vittore
2020-10-01,8574,w,Spengler,9,3,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,6534,m,Annoni,7,5,S. Vittore
2020-10-01,8574,w,Zahner,7,5,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,6534,m,Togni,7,5,S. Vittore
2020-10-01,8574,w,Weber,7,5,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,6534,m,Nobili,7,5,S. Vittore
2020-10-01,8574,m,Müller,13,1,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,6534,m,Tamò,7,5,S. Vittore
2020-10-01,8574,m,Weber,8,3,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,6534,m,Zanetti,7,5,S. Vittore
2020-10-01,8574,m,Spengler,8,3,Lengwil/Illighausen/Dettighofen Lengw./Oberhofen TG
2020-10-01,6535,w,Pizzetti,16,4,Roveredo GR
2020-10-01,8575,w,Baumann,12,2,Istighofen/Bürglen TG
2020-10-01,6535,w,Stanga,15,5,Roveredo GR
2020-10-01,8575,w,Huber,10,4,Istighofen/Bürglen TG
2020-10-01,6535,w,Gadola,15,5,Roveredo GR
2020-10-01,8575,w,Keller,10,4,Istighofen/Bürglen TG
2020-10-01,6535,m,Fibbioli,24,3,Roveredo GR
2020-10-01,8575,m,Baumann,21,1,Istighofen/Bürglen TG
2020-10-01,6535,m,Pizzetti,23,5,Roveredo GR
2020-10-01,8575,m,Bommeli,12,3,Istighofen/Bürglen TG
2020-10-01,6537,w,Polti,23,1,Grono
2020-10-01,8575,m,Iljazi,11,4,Istighofen/Bürglen TG
2020-10-01,6537,w,Monti,10,5,Grono
2020-10-01,8576,w,Reut,8,1,Mauren TG
2020-10-01,6537,w,Milesi,10,5,Grono
2020-10-01,8576,m,Reut,7,1,Mauren TG
2020-10-01,6537,m,Polti,12,3,Grono
2020-10-01,8576,m,Soccal,6,3,Mauren TG
2020-10-01,6537,m,Bernasconi,10,4,Grono
2020-10-01,8576,m,n/a,5,4,Mauren TG
2020-10-01,6538,w,n/a,5,1,Verdabbio
2020-10-01,8577,w,Zürcher,12,1,Schönholzerswilen
2020-10-01,6538,w,n/a,4,2,Verdabbio
2020-10-01,8577,m,Koller,10,2,Schönholzerswilen
2020-10-01,6541,w,n/a,3,5,Sta. Maria
2020-10-01,8580,w,Müller,91,1,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,6541,m,n/a,5,1,Sta. Maria
2020-10-01,8580,w,Hungerbühler,49,4,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,6541,m,n/a,4,2,Sta. Maria
2020-10-01,8580,m,Keller,73,2,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,6541,m,n/a,3,4,Sta. Maria
2020-10-01,8580,m,Hungerbühler,52,3,Hagenwil/Sommeri/Hefenhofen/Biessenhofen/Amriswil
2020-10-01,6542,m,n/a,4,3,Buseno
2020-10-01,8581,w,n/a,5,4,Schocherswil
2020-10-01,6544,w,Berta,9,1,Braggio
2020-10-01,8582,w,Schläpfer,8,1,Dozwil
2020-10-01,6544,w,n/a,3,2,Braggio
2020-10-01,8582,w,Lukasiewicz,6,3,Dozwil
2020-10-01,6545,m,Spadini,7,2,Selma
2020-10-01,8582,m,Grossenbacher,6,2,Dozwil
2020-10-01,6546,w,n/a,3,1,Cauco
2020-10-01,8583,w,Schönholzer,13,2,Götighofen/Donzhausen/Sulgen
2020-10-01,6546,m,n/a,3,2,Cauco
2020-10-01,8583,w,Zingg,12,4,Götighofen/Donzhausen/Sulgen
2020-10-01,6548,m,Papa,12,1,Augio/Rossa/Sta. Domenica
2020-10-01,8583,m,Hauser,15,2,Götighofen/Donzhausen/Sulgen
2020-10-01,6548,m,n/a,4,4,Augio/Rossa/Sta. Domenica
2020-10-01,8583,m,Müller,14,3,Götighofen/Donzhausen/Sulgen
2020-10-01,6556,w,n/a,4,3,Leggia
2020-10-01,8583,m,Abduraimi,13,5,Götighofen/Donzhausen/Sulgen
2020-10-01,6556,m,n/a,3,5,Leggia
2020-10-01,8584,w,Oswald,6,1,Leimbach TG/Opfershofen TG
2020-10-01,6557,w,Belloli,10,1,Cama
2020-10-01,8584,m,Belz,8,1,Leimbach TG/Opfershofen TG
2020-10-01,6558,m,Giudicetti,18,3,Lostallo
2020-10-01,8584,m,n/a,5,5,Leimbach TG/Opfershofen TG
2020-10-01,6558,m,Tonolla,16,4,Lostallo
2020-10-01,8585,m,Müller,14,3,Mattwil/Langrickenbach/Schönenbaumgarten/Herrenhof/Happerswil/Zuben/Birwinken/Klarsreuti
2020-10-01,6562,w,Mantovani,6,4,Soazza
2020-10-01,8586,w,Müller,26,1,Kümmertshausen/Ennetaach/Buch b. Kümmertshs/Erlen/Andwil TG/Riedt b. Erlen/Buchackern/Engishofen
2020-10-01,6562,w,Zimara,6,4,Soazza
2020-10-01,8586,w,Schönholzer,19,2,Kümmertshausen/Ennetaach/Buch b. Kümmertshs/Erlen/Andwil TG/Riedt b. Erlen/Buchackern/Engishofen
2020-10-01,6563,w,Fasani,38,1,Mesocco
2020-10-01,8586,m,Kradolfer,18,4,Kümmertshausen/Ennetaach/Buch b. Kümmertshs/Erlen/Andwil TG/Riedt b. Erlen/Buchackern/Engishofen
2020-10-01,6563,m,Fasani,48,1,Mesocco
2020-10-01,8587,w,Salvisberg,6,3,Oberaach
2020-10-01,6563,m,Cereghetti,36,2,Mesocco
2020-10-01,8587,m,Keller,9,1,Oberaach
2020-10-01,6563,m,Vivalda,15,5,Mesocco
2020-10-01,8587,m,Brunner,7,3,Oberaach
2020-10-01,6563,m,Bianchi,15,5,Mesocco
2020-10-01,8587,m,Tahiri,6,4,Oberaach
2020-10-01,6565,w,Albertini,35,1,S. Bernardino
2020-10-01,8588,w,Müller,16,3,Zihlschlacht
2020-10-01,6565,m,Albertini,21,1,S. Bernardino
2020-10-01,8588,w,Fanac,11,5,Zihlschlacht
2020-10-01,6571,w,Martini,6,1,Indemini
2020-10-01,8588,m,Kreis,20,2,Zihlschlacht
2020-10-01,6571,w,n/a,3,2,Indemini
2020-10-01,8588,m,Huber,17,3,Zihlschlacht
2020-10-01,6571,m,n/a,4,2,Indemini
2020-10-01,8588,m,Müller,14,5,Zihlschlacht
2020-10-01,6572,w,Gilardi,33,1,Quartino
2020-10-01,8589,w,Hugentobler,8,2,Sitterdorf
2020-10-01,6572,w,Egger,11,4,Quartino
2020-10-01,8589,w,Alili,6,4,Sitterdorf
2020-10-01,6572,w,Trabucchi,10,5,Quartino
2020-10-01,8589,m,Schmid,7,3,Sitterdorf
2020-10-01,6572,w,Meschiari Di Venti,10,5,Quartino
2020-10-01,8589,m,Walser,6,5,Sitterdorf
2020-10-01,6572,m,Gilardi,20,2,Quartino
2020-10-01,8589,m,Keller,6,5,Sitterdorf
2020-10-01,6572,m,Sargenti,19,3,Quartino
2020-10-01,8590,w,Huber,27,5,Romanshorn
2020-10-01,6572,m,Bisanti,14,4,Quartino
2020-10-01,8590,m,Ramadani,32,4,Romanshorn
2020-10-01,6572,m,Di Venti,13,5,Quartino
2020-10-01,8592,w,Züllig,10,5,Uttwil
2020-10-01,6573,w,Sargenti,42,1,Magadino
2020-10-01,8592,m,Eggmann,18,1,Uttwil
2020-10-01,6573,w,Bonaventura,6,3,Magadino
2020-10-01,8592,m,Keller,12,3,Uttwil
2020-10-01,6573,w,Simeoni,6,3,Magadino
2020-10-01,8592,m,Hausammann,11,5,Uttwil
2020-10-01,6573,w,n/a,4,5,Magadino
2020-10-01,8593,w,Nägeli,7,3,Kesswil
2020-10-01,6573,m,n/a,5,4,Magadino
2020-10-01,8593,w,Nobs,7,3,Kesswil
2020-10-01,6574,w,Antognini,22,1,Vira (Gambarogno)
2020-10-01,8593,w,Mettler,6,5,Kesswil
2020-10-01,6574,w,Biber,14,4,Vira (Gambarogno)
2020-10-01,8593,w,Streiff,6,5,Kesswil
2020-10-01,6574,m,Regazzi,21,2,Vira (Gambarogno)
2020-10-01,8593,m,Roth,18,1,Kesswil
2020-10-01,6574,m,Branca,18,4,Vira (Gambarogno)
2020-10-01,8593,m,Vogel,12,2,Kesswil
2020-10-01,6575,w,Carminati,15,2,S. Nazzaro/Vairano
2020-10-01,8593,m,Shala,11,3,Kesswil
2020-10-01,6575,m,Beer,20,2,S. Nazzaro/Vairano
2020-10-01,8593,m,Kalbermatten,7,4,Kesswil
2020-10-01,6575,m,Bergonzoli,14,4,S. Nazzaro/Vairano
2020-10-01,8594,m,Häni,22,1,Güttingen
2020-10-01,6576,w,Müller,14,1,Gerra (Gambarogno)
2020-10-01,8594,m,Rutishauser,14,3,Güttingen
2020-10-01,6576,m,Balestra,13,1,Gerra (Gambarogno)
2020-10-01,8594,m,Vogt,12,4,Güttingen
2020-10-01,6576,m,Valenti,7,3,Gerra (Gambarogno)
2020-10-01,8595,w,Wattinger,10,4,Altnau
2020-10-01,6576,m,Biaggi,6,4,Gerra (Gambarogno)
2020-10-01,8595,m,Widmer,14,2,Altnau
2020-10-01,6577,w,Branca Masa,7,2,Ranzo
2020-10-01,8595,m,Keller,11,3,Altnau
2020-10-01,6577,w,n/a,5,3,Ranzo
2020-10-01,8595,m,Wattinger,10,5,Altnau
2020-10-01,6577,m,Ferrari,7,1,Ranzo
2020-10-01,8596,w,Müller,10,4,Münsterlingen/Scherzingen
2020-10-01,6578,w,Masa,10,1,Caviano
2020-10-01,8596,m,Wang,15,1,Münsterlingen/Scherzingen
2020-10-01,6578,w,Pavlova,10,1,Caviano
2020-10-01,8596,m,Müller,11,3,Münsterlingen/Scherzingen
2020-10-01,6578,m,Girardi,20,1,Caviano
2020-10-01,8597,w,Brandes,8,3,Landschlacht
2020-10-01,6578,m,Masa,12,2,Caviano
2020-10-01,8597,m,Keller,10,2,Landschlacht
2020-10-01,6579,w,Andreotti,13,1,Piazzogna
2020-10-01,8598,w,Krasniqi,13,2,Bottighofen
2020-10-01,6579,w,Buetti,10,3,Piazzogna
2020-10-01,8598,m,Widmer,9,5,Bottighofen
2020-10-01,6579,m,Pelloni,11,2,Piazzogna
2020-10-01,8598,m,Fischer,9,5,Bottighofen
2020-10-01,6579,m,Buetti,8,4,Piazzogna
2020-10-01,8599,w,Mäder,7,3,Salmsach
2020-10-01,6579,m,Domenighetti,7,5,Piazzogna
2020-10-01,8599,m,Giezendanner,6,3,Salmsach
2020-10-01,6582,w,Codiroli,16,2,Pianezzo
2020-10-01,8599,m,Schmid,6,3,Salmsach
2020-10-01,6582,m,Jorio,16,1,Pianezzo
2020-10-01,8599,m,Schenk,6,3,Salmsach
2020-10-01,6582,m,Codiroli,11,2,Pianezzo
2020-10-01,8600,w,Müller,74,2,Dübendorf
2020-10-01,6582,m,Sidler,10,4,Pianezzo
2020-10-01,8600,w,Keller,54,4,Dübendorf
2020-10-01,6583,w,Codiroli,7,1,S. Antonio
2020-10-01,8600,w,Weber,44,5,Dübendorf
2020-10-01,6583,m,Tamagni,8,2,S. Antonio
2020-10-01,8602,w,Vollenweider,12,4,Wangen ZH
2020-10-01,6584,w,n/a,2,3,Carena
2020-10-01,8602,m,Müller,13,1,Wangen ZH
2020-10-01,6584,m,n/a,3,2,Carena
2020-10-01,8602,m,Morf,12,2,Wangen ZH
2020-10-01,6584,m,n/a,2,3,Carena
2020-10-01,8603,w,Müller,21,2,Schwerzenbach
2020-10-01,6592,w,Stornetta,25,2,S. Antonino
2020-10-01,8603,w,Schmid,15,3,Schwerzenbach
2020-10-01,6592,w,Benzoni,12,5,S. Antonino
2020-10-01,8603,w,Weber,13,4,Schwerzenbach
2020-10-01,6592,m,Bassi,27,1,S. Antonino
2020-10-01,8603,m,Meier,25,1,Schwerzenbach
2020-10-01,6592,m,Bognuda,25,2,S. Antonino
2020-10-01,8603,m,Weber,14,3,Schwerzenbach
2020-10-01,6593,w,Albertoni,14,3,Cadenazzo
2020-10-01,8604,w,Schmid,59,1,Volketswil
2020-10-01,6593,m,Caccia,43,1,Cadenazzo
2020-10-01,8604,w,Müller,46,3,Volketswil
2020-10-01,6593,m,Boiani,31,2,Cadenazzo
2020-10-01,8604,m,Müller,45,3,Volketswil
2020-10-01,6593,m,Lafranchi,13,4,Cadenazzo
2020-10-01,8604,m,Berisha,34,5,Volketswil
2020-10-01,6594,m,Leoni,19,1,Contone
2020-10-01,8605,m,Meier,11,2,Gutenswil
2020-10-01,6594,m,Invernizzi,16,4,Contone
2020-10-01,8605,m,Schneider,9,3,Gutenswil
2020-10-01,6595,m,Barloggio,15,3,Riazzino
2020-10-01,8605,m,Kägi,9,3,Gutenswil
2020-10-01,6595,m,Togni,10,4,Riazzino
2020-10-01,8606,w,Meier,33,1,Nänikon/Greifensee
2020-10-01,6596,w,Matasci,54,1,Gordola
2020-10-01,8606,w,Schmid,23,4,Nänikon/Greifensee
2020-10-01,6596,m,Matasci,69,1,Gordola
2020-10-01,8606,m,Müller,36,2,Nänikon/Greifensee
2020-10-01,6596,m,Gamboni,38,2,Gordola
2020-10-01,8606,m,Huber,31,4,Nänikon/Greifensee
2020-10-01,6597,w,n/a,4,1,Agarone
2020-10-01,8606,m,Keller,28,5,Nänikon/Greifensee
2020-10-01,6597,m,Epper,10,1,Agarone
2020-10-01,8607,m,Messikommer,11,2,Aathal-Seegräben
2020-10-01,6598,w,Balemi,25,1,Tenero
2020-10-01,8607,m,Kunz,8,5,Aathal-Seegräben
2020-10-01,6598,w,Barlocchi,11,3,Tenero
2020-10-01,8608,w,Hess,14,5,Bubikon
2020-10-01,6598,m,Tortomano,12,4,Tenero
2020-10-01,8608,w,Schneider,14,5,Bubikon
2020-10-01,6599,w,n/a,4,1,Robasacco
2020-10-01,8608,m,Meier,20,3,Bubikon
2020-10-01,6599,m,n/a,5,2,Robasacco
2020-10-01,8608,m,Weber,19,4,Bubikon
2020-10-01,6600,w,Ferrari,35,5,Muralto/Solduno/Locarno
2020-10-01,8610,w,Meier,97,2,Uster
2020-10-01,6600,m,Cotti,71,1,Muralto/Solduno/Locarno
2020-10-01,8610,w,Keller,64,5,Uster
2020-10-01,6600,m,Pedrazzini,46,4,Muralto/Solduno/Locarno
